"shop_name","shop_address","shop_type","shop_phone","shop_openHours","shop_details","shop_link"
"Nethu NN Supermarket","3268 Finch Ave E, Scarborough, ON M1W 3P7","Grocery Stores","416-497-8813","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Nethu-NN-Supermarket/1121419.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Real Canadian Superstore","1755 Brimley Rd, Scarborough, ON M1P 0A3","Grocery Stores","416-279-0802","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Real-Canadian-Superstore/6540878.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Cloudlotus Inc","11-4155 Sheppard Ave E, (Suite Ll), Scarborough, ON M1S 1T4","Grocery Stores","416-953-7035","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Cloudlotus-Inc/102108346.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dave's No Frills","3401 Lawrence Ave, Scarborough, ON M1H 1B2","Grocery Stores, Pharmacies","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/Dave-s-No-Frills/100379555.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New Asafo Market Inc","391 Driftwood Ave, North York, ON M3N 2P6","Grocery Stores","416-650-5296","","","https://www.yellowpages.ca/bus/Ontario/North-York/New-Asafo-Market-Inc/102266707.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Al Emaan Halal Meat & Groceries","1370 Dundas E, Mississauga, ON L4Y 2C1","Grocery Stores","905-276-9191","Open until  5:45 pm","We offer the best products and services on Grocery Stores in Mississauga. Our aim is to satisfy our customer so that they can lead a more comfortable life. We minimize our rate and...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Al-Emaan-Halal-Meat-Groceries/8107395.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Forest Glen Minimart","3409 Fieldgate Dr, Mississauga, ON L4X 2J4","Grocery Stores","905-624-1289","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Forest-Glen-Minimart/5811213.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"High Park Tuck Shop Inc","105 Gordon Baker Rd, North York, ON M2H 3P8","Grocery Stores","416-767-5143","","","https://www.yellowpages.ca/bus/Ontario/North-York/High-Park-Tuck-Shop-Inc/102173598.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Execudine Fine Food Svcs","83 Galaxy Blvd, Etobicoke, ON M9W 5X6","Gourmet Food Shops","416-674-0605","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Execudine-Fine-Food-Svcs/7121841.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Ic Food World","3445 Fieldgate Dr, Mississauga, ON L4X 2J4","Grocery Stores","289-232-2763","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Ic-Food-World/101292818.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lamshing Company","4231 Sheppard Ave E, Scarborough, ON M1S 5H5","Grocery Stores","416-297-0363","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Lamshing-Company/2365451.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"FreshCo","3100 Dixie Rd, Mississauga, ON L4Y 2A6","Grocery Stores","905-279-8840","Open until  9:00 pm","Launched in 2010, FreshCo.’s commitment is to provide the best discount grocery shopping experience by offering quality fresh food at low prices and with less compromise.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/FreshCo/6884057.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Island Food Market","3432 Weston Rd, North York, ON M9M 2W1","Grocery Stores","416-741-3073","Open until  9:00 pm","Carribbean Island Food Market provides the taste of Carribbean foods and products right from the store to your home. At our worldly grocery store, we only stock the best selections...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/North-York/Island-Food-Market/4371684.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Galleria Supermarket Inc","113 Viceroy Rd, Concord, ON L4K 2L5","Grocery Stores","905-771-1474","","We will give our best effort to our customers and ensure that they are Getting the best service from Galleria.We will give our best effort to our customers and ensure that they are...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Concord/Galleria-Supermarket-Inc/7200069.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Gateway Newstands","300 Borough Dr, Scarborough, ON M1P 4P5","Grocery Stores, News Dealers","416-290-7735","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Gateway-Newstands/101158762.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"FreshCo","1255 McCowan Rd, Scarborough, ON M1H 2K3","Grocery Stores","416-431-2555","Open until  10:00 pm","Launched in 2010, FreshCo.’s commitment is to provide the best discount grocery shopping experience by offering quality fresh food at low prices and with less compromise.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/FreshCo/100406451.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's Rexdale Store 50","225 Rexdale Blvd, Etobicoke, ON M9W 1P7","Grocery Stores","416-743-0293","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Longo-s-Rexdale-Store-50/8056013.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"ATT Supermarket","3430 Finch Ave E, Scarborough, ON M1W 2R5","Grocery Stores, Video Stores","416-495-9155","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/ATT-Supermarket/563229.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"One World Foods Inc","36 Deerbrook Trail, Scarborough, ON M1W 1V4","Grocery Stores","647-707-9882","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/One-World-Foods-Inc/102111569.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Bridlewood Mall","2900 Warden Ave, Scarborough, ON M1W 2S8","Grocery Stores","416-497-6734","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Metro-Bridlewood-Mall/5831671.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Madonna's Fine Foods Inc","3977 Mahogany Row, Mississauga, ON L4W 2H7","Grocery Stores","905-625-8755","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Madonna-s-Fine-Foods-Inc/102042032.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Nasim Caravan","575 Markham Rd, Scarborough, ON M1H 2A3","Grocery Stores, Bulk Foods","416-289-9582","Opening soon 10:00 am","Large Variety of Natural and Organic Bulk Food, Nuts and Seeds and Sweets. Great Prices.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/Nasim-Caravan/101505890.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Basics","900 Albion Rd, Etobicoke, ON M9V 1A5","Grocery Stores","416-743-4485","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Food-Basics/5371392.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"A&P Food Stores","900 Albion Rd, Etobicoke, ON M9V 1A5","Grocery Stores","416-743-4485","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/A-P-Food-Stores/101563421.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Koon Ocean","1-23 Glen Watford Dr, Scarborough, ON M1S 2B7","Grocery Stores","905-201-6372","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Koon-Ocean/102102434.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Price Chopper","228-2900 Warden Ave, Scarborough, ON M1W 2S8","Grocery Stores","419-497-2871","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Price-Chopper/100761642.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sadroo's Grocery Supplies","487 McNicoll Ave, North York, ON M2H 2C9","Grocery Stores","416-494-4849","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/North-York/Sadroo-s-Grocery-Supplies/1382372.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bright Veal Meat Packers Ltd","61 Signet Dr, North York, ON M9L 2W5","Grocery Stores","416-745-7510","","","https://www.yellowpages.ca/bus/Ontario/North-York/Bright-Veal-Meat-Packers-Ltd/102175939.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Ho Ho Ho Food Products","8 Glen Watford Dr, Scarborough, ON M1S 2C1","Grocery Stores","416-332-1672","Open until  6:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Ho-Ho-Ho-Food-Products/2316528.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Basics","900 Albion Rd, Etobicoke, ON M9V 1A5","Grocery Stores","416-743-0153","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Food-Basics/100361050.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Price ChopperStore LocationsMetropolitan Toronto","2900 Warden Ave, Scarborough, ON M1W 2S8","Grocery Stores","416-497-2871","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Price-ChopperStore-LocationsMetropolitan-Toronto/101666016.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"The Great Atlantic & Pacific Company","2900 Warden Ave, Scarborough, ON M1W 2S8","Grocery Stores","416-497-6734","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/The-Great-Atlantic-Pacific-Company/101560103.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Leibl's Food Products","339 York Hill Blvd, Thornhill, ON L4J 3B5","Grocery Stores","905-731-9581","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Leibl-s-Food-Products/102560772.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Herat Bazaar","565 Markham, Scarborough, ON M1J 3C4","Grocery Stores","416-439-8700","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Herat-Bazaar/101035457.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Afghan Supermarket Inc","549 Markham Rd, Scarborough, ON M1H 2A3","Grocery Stores","416-438-2861","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Afghan-Supermarket-Inc/2310415.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"10372714 Canada Inc","549 Markham Rd, Scarborough, ON M1H 2A3","Grocery Stores","416-438-2861","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/10372714-Canada-Inc/102733601.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Suite 631","7165 Yonge St, Thornhill, ON L3T 2A9","Grocery Stores, General Contractors","289-597-3565","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Suite-631/100998587.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"V I P Foods","502 McNicoll Ave, North York, ON M2H 2E1","Grocery Stores","416-492-6552","","","https://www.yellowpages.ca/bus/Ontario/North-York/V-I-P-Foods/7153536.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Kosherland Fast Food Inc","209 Lisa Cres, Thornhill, ON L4J 2N2","Grocery Stores","905-763-6250","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Kosherland-Fast-Food-Inc/102559333.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lantean","7181 Yonge St, Thornhill, ON L3T 0C7","Grocery Stores","647-273-7124","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Lantean/102655336.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Gemini Market","14 Albacore Cres, Scarborough, ON M1H 2L3","Grocery Stores","416-431-3731","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Gemini-Market/101465851.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Mk Meats","2391 Finch Ave W, North York, ON M9M 2W8","Grocery Stores","416-740-3915","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/North-York/Mk-Meats/6764578.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"The Nostalgic Nook","7241 Bathurst St, Thornhill, ON L4J 3W1","Grocery Stores","905-763-2214","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/The-Nostalgic-Nook/102529992.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Cocoa Berry Cupcakes","299-7181 Yonge St, Thornhill, ON L3T 0C7","Grocery Stores","289-597-0222","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Cocoa-Berry-Cupcakes/101540285.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Morning Kick","7191 Yonge St, Thornhill, ON L3T 0C4","Grocery Stores","416-399-1718","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Morning-Kick/101695730.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Taste Of Israel","7241 Bathurst St, Thornhill, ON L4J 3W1","Grocery Stores","905-881-9813","Open until  8:00 pm","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Taste-Of-Israel/1553887.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sue's Thornhill Fruit","7241 Bathurst St, Thornhill, ON L4J 3W1","Grocery Stores, Fruit & Vegetable Stores","905-731-2132","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Sue-s-Thornhill-Fruit/2559822.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Danforth Food Market","1225 Dundas St E, Mississauga, ON L4Y 2C5","Grocery Stores","905-949-9990","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Danforth-Food-Market/3653431.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Jian Hing Foodmart","666 Markham Rd, Scarborough, ON M1H 2A7","Grocery Stores","416-289-3999","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Jian-Hing-Foodmart/102096102.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"India Town Food & Spices","641 Markham Rd, Scarborough, ON M1H 2A4","Grocery Stores","416-438-1013","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/India-Town-Food-Spices/2328206.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Superking Supermarket","5 & 6-226 Jardin Dr, Vaughan, ON L4K 1Y1","Grocery Stores","","","","https://www.yellowpages.ca/bus/Ontario/Vaughan/Superking-Supermarket/101401029.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Danforth Food Market","651 Markham Rd, Scarborough, ON M1H 2A4","Grocery Stores","416-439-6397","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Danforth-Food-Market/2217968.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"1307196 Ontario Inc","3601 Lawrence Ave E, Scarborough, ON M1G 1P5","Grocery Stores","416-431-6955","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/1307196-Ontario-Inc/8162222.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Smart Choice Foodmart","4734 Jane St, North York, ON M3N 2L2","Grocery Stores","416-661-3888","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/North-York/Smart-Choice-Foodmart/7959269.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Rabba Fine Foods","645 Lakeshore Rd E, Mississauga, ON L5G 1J5","Grocery Stores","905-891-3749","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Rabba-Fine-Foods/7909422.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's","1891 Rathburn Rd E, Mississauga, ON L4W 3Z3","Grocery Stores, Grocery Wholesalers","905-629-8583","Open until  10:00 pm","Longo Brothers Fruit Markets Inc.is a family owned business which was started byTommy, Joe and Gus Longo in 1956. The first store was located on Yonge Street and Castlefield, in To...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Longo-s/2381586.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Rabba Fine Food Store 176","645 Lakeshore Rd E, Mississauga, ON L5G 1J5","Grocery Stores","905-891-3749","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Rabba-Fine-Food-Store-176/101515342.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dog On Good Eats","941 Hedge Dr, Mississauga, ON L4Y 1E9","Grocery Stores","905-277-0958","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Dog-On-Good-Eats/102044870.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New Tajmahal Foods","1185 Dundas St E, Mississauga, ON L4Y 2C6","Grocery Stores","905-272-2121","Opening at 11:00 am","Fresh & Halal Meat (Beef, Veal, Goat & Lamb) Fresh Chicken, Hard Chicken, Duck Frozen Fish (from Freshwater and Lake) and Fresh Vegetable and Fruits Every Week Coming from Banglade...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/New-Tajmahal-Foods/7094991.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Westland Supermarket West Indian And Variety","963 Albion Rd, Etobicoke, ON M9V 1A6","Grocery Stores","416-740-2637","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Westland-Supermarket-West-Indian-And-Variety/1708166.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Casa Tienda Foods Ltd","80 Glen Shields Ave, Concord, ON L4K 1T7","Grocery Stores","905-761-8363","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Concord/Casa-Tienda-Foods-Ltd/2325893.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"A-1 Wholesale Inc.","57 Glen Cameron Rd, Cameron Glen, Thornhill, ON L3T 1P3","Grocery Stores","905-771-8666","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/A-1-Wholesale-Inc/102557945.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sheng Noong Supermarket","4386 Sheppard Ave E, Scarborough, ON M1S 1T8","Grocery Stores","416-292-7870","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Sheng-Noong-Supermarket/2533712.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New Dar Halal Meat Market","969 Albion Rd, Etobicoke, ON M9V 1A6","Grocery Stores","416-745-5242","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/New-Dar-Halal-Meat-Market/2218566.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Furcan Furniture Canada","2437 Finch Ave W, North York, ON M9M 2E7","Grocery Stores","416-749-2424","","","https://www.yellowpages.ca/bus/Ontario/North-York/Furcan-Furniture-Canada/102233390.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"FreshcoStore LocationsGreater Toronto & Surrounding Areas","1255 McCowan Rd, ON M1H 2K3","Grocery Stores","416-431-2555","","","https://www.yellowpages.ca/bus/Ontario/FreshcoStore-LocationsGreater-Toronto-Surrounding-Areas/101578849.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"PAT Mart","1-5 Glen Cameron Rd, Thornhill, ON L3T 5W2","Grocery Stores","905-881-5100","Open until  10:00 pm","For over forty years, PAT MART has specialized in delivering the highest quality traditional Korean foods, with the purpose of introducing Korean food to Canadian communities. PAT ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Thornhill/PAT-Mart/3277357.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Foursons Wine Makers","5 Glen Cameron Road, Markham, ON","Grocery Stores","647-847-6977","","","https://www.yellowpages.ca/bus/Ontario/Markham/Foursons-Wine-Makers/8192266.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New Samiramis Supermarket","977 Albion Rd Main, Etobicoke, ON M9V 1A6","Grocery Stores","416-741-4729","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/New-Samiramis-Supermarket/7500834.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Canadian Grocery HR Council","200-2595 Skymark Ave, Mississauga, ON L4W 4L5","Grocery Stores","905-624-3060","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Canadian-Grocery-HR-Council/101109773.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Royal Kerala Foods Inc","1840 Ellesmere Rd, Scarborough, ON M1H 2V5","Grocery Stores","416-285-6655","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Royal-Kerala-Foods-Inc/101044972.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Royal Kerala Foods","1840 Ellesmere Rd, Scarborough, ON M1H 2V5","Grocery Stores","416-285-6655","Opening at 11:00 am","ROYAL KERALA FOODS At Royal Kerala Foods you can find the finest spices and pickles,the freshest vegetables and tropical fruits, the highest quality Kerala snacks,ready to eat froz...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/Royal-Kerala-Foods/3430656.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Makola Tropical Food","2400 Finch Ave W, North York, ON M9M 2C8","Grocery Stores","416-244-4496","","","https://www.yellowpages.ca/bus/Ontario/North-York/Makola-Tropical-Food/6317973.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Akram Mohammed","92 Hinton Rd, Etobicoke, ON M9W 2V7","Grocery Stores","416-741-8746","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Akram-Mohammed/7119998.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Super Tehran","7327 Yonge St, Thornhill, ON L3T 2B2","Grocery Stores","905-482-1770","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Super-Tehran/2572679.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Tehran Supermarket","7327 Yonge St, Thornhill, ON L3T 2B2","Grocery Stores","905-709-9550","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Tehran-Supermarket/255402.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Tehran Supermarket","7327 Yonge St, Thornhill, ON L3T 2B2","Grocery Stores","905-597-4780","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Tehran-Supermarket/101265018.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Amadie Tropical Foods","18-2420 Finch Ave W, North York, ON M9M 2E2","Grocery Stores","416-744-1208","","","https://www.yellowpages.ca/bus/Ontario/North-York/Amadie-Tropical-Foods/101918273.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"God's Wisdom Grocery & Convenient Store","2420 Finch Ave W, North York, ON M9M 2E2","","416-744-3883","","","https://www.yellowpages.ca/bus/Ontario/North-York/God-s-Wisdom-Grocery-Convenient-Store/102714951.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Kaneshi Market","1050 Albion Rd, Etobicoke, ON M9V 1A7","Grocery Stores","416-578-6123","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Kaneshi-Market/101840766.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Chung King Garden","7330 Yonge St, Thornhill, ON L4J 7Y7","Grocery Stores","905-763-8869","","","https://www.yellowpages.ca/bus/Ontario/Thornhill/Chung-King-Garden/101795791.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New India Grocers","2626 Islington Ave, Etobicoke, ON M9V 2X3","Grocery Stores","416-744-3586","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/New-India-Grocers/101105539.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Oceans Fresh Food Market","3415 Dixie Rd, Mississauga, ON L4Y 2B1","Grocery Stores","905-206-0209","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Oceans-Fresh-Food-Market/101396744.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Namaste Indian Super Store","1-820 Markham Rd, Scarborough, ON M1H 2Y2","Grocery Stores","416-551-2772","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Namaste-Indian-Super-Store/102645565.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Rincon De Espana Inc","550 Lakeshore Rd E, Mississauga, ON L5G 1J3","Grocery Stores","905-274-2109","Opening soon 10:00 am","We are a Specialty Grocery store focusing on products from South America, Central America & Spain.","https://www.yellowpages.ca/bus/Ontario/Mississauga/Rincon-De-Espana-Inc/7316324.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sobeys","441 Clark Ave W, Thornhill, ON L4J 6W8","Grocery Stores","905-764-3770","Open until  10:00 pm","Sobeys: modern food stores offering full-service meat and seafood departments,farm-fresh produce,in-store bakeries,prepared foods and florists
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Thornhill/Sobeys/1466838.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Brawta Jamaica","88 Corporate Dr, Scarborough, ON M1H 3G6","Grocery Stores","416-970-0889","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Brawta-Jamaica/102100794.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Twinnsy","2716B Kennedy Rd, Scarborough, ON M1T 3H9","Grocery Stores","647-833-5822","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Twinnsy/102107364.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Krishna Grocery","820 Markham Rd, Scarborough, ON M1H 2Y2","Grocery Stores","416-439-7999","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Krishna-Grocery/8236482.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Skyland Food Mart Inc","3715 Lawrence Ave E, Scarborough, ON M1G 1P7","Grocery Stores","416-431-3388","","Skyland supermarket offer customer a comfortable and tidy environment. The great quaility of products, the competitive price and the convenience keeps our customers sutisfied. In t...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/Skyland-Food-Mart-Inc/6851723.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Mirch Masal Grocerie","860 Markham Rd, Scarborough, ON M1H 2Y2","Grocery Stores","416-431-0649","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Mirch-Masal-Grocerie/7960577.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Al Madni Halal Meat Slaughter Inc.","3715 Lawrence Ave E, Scarborough, ON M1G 1P7","Grocery Stores","416-732-1574","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Al-Madni-Halal-Meat-Slaughter-Inc/102110102.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Frashcheesecakes","7378 Yonge St, Vaughan, ON L4J 8J1","Grocery Stores","647-453-6054","","","https://www.yellowpages.ca/bus/Ontario/Vaughan/Frashcheesecakes/101688157.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Pamir Variety & Grocery","2652 Islington Ave, Etobicoke, ON M9V 2X5","Grocery Stores","416-749-4746","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Pamir-Variety-Grocery/2451431.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Fitashe","1-2450 Finch Ave W, North York, ON M9M 2E9","Grocery Stores","416-856-7531","Opening at 11:00 am","","https://www.yellowpages.ca/bus/Ontario/North-York/Fitashe/102182395.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Tavora Sea Products Co","1030 Dundas St E, Mississauga, ON L4Y 2B8","Grocery Stores","905-949-1592","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Tavora-Sea-Products-Co/5943631.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sartaj Grocers","2656 Islington Ave, Etobicoke, ON M9V 2X5","Grocery Stores","416-747-6776","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Sartaj-Grocers/101918493.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
